4103
1022,719.35498
2890,720.487488
4019,747.37561
1551,747.634705
2317,749.805725
2761,750.131042
2759,752.029358
3690,752.588135
1877,752.8927
366,755.472168
2519,757.367798
76,758.097473
256,758.188721
478,758.418823
1129,758.664551
1315,759.166809
2913,759.182068
1211,759.212036
4030,760.272217
699,760.7005
2784,760.742676
3277,760.966675
285,761.36499
2314,761.547913
1057,761.872559
900,762.675964
1577,763.714294
1004,764.059326
1078,764.211792
2400,764.527405
2161,764.557312
2830,765.003113
1248,765.273376
2629,765.798462
951,765.866943
1592,766.089966
2057,766.48938
3849,766.63324
3061,766.76062
3964,767.411438
1893,767.657898
856,768.489441
14,768.519714
729,768.68335
5,769.405029
742,769.734924
1521,769.743652
3138,769.92865
3780,770.159424
430,770.223633
1705,770.309937
362,770.58313
3991,770.619446
2085,770.709717
1241,771.01825
279,771.382385
2347,772.315857
1698,772.67511
2170,772.75824
1628,772.76001
2871,773.068726
2657,773.613342
360,773.67334
230,773.758179
1900,774.802429
3406,774.963013
340,775.029541
1782,775.219482
344,775.337891
164,775.966187
2180,776.149658
127,776.361511
3581,776.528198
106,777.217712
429,777.313293
956,777.325562
1192,777.759094
907,777.784058
1986,778.214844
144,778.523804
2660,778.746338
3063,778.847839
3877,778.997131
843,779.117615
2947,779.14209
45,779.600525
613,779.711548
393,779.715393
582,780.194275
1869,780.35376
3708,781.370911
2554,781.6604
4042,782.142944
1147,782.257141
518,782.447937
2315,782.459839
3825,782.560364
1483,782.592957
2255,782.717285
2742,783.20697
2439,783.254211
1215,783.324341
376,783.390442
695,783.480164
1622,783.55426
1990,783.746033
3212,783.767517
4015,783.868774
3560,783.868958
2222,784.067993
1507,784.106323
3291,784.492188
2373,784.715881
1362,784.797668
3874,784.848694
2100,784.935608
3994,785.28894
3542,785.34613
2952,785.461304
2012,785.684937
2576,785.690918
3898,785.811707
1175,785.830933
1692,785.846313
1911,785.938354
3956,786.037109
1228,786.303894
408,786.623352
1254,786.71814
2104,786.878113
3402,787.066162
1816,787.185303
292,787.229492
1817,787.374023
561,787.384949
166,787.468872
1104,787.642273
1274,787.894653
1597,787.953918
533,788.030945
2646,788.049805
3215,788.167908
2714,788.185486
3216,788.27655
502,788.408691
1670,788.513184
4033,788.690063
1889,789.002075
1733,789.021729
606,789.118042
3000,789.381897
1892,789.434753
4009,789.532654
1210,789.583008
1455,789.696045
3643,789.752502
723,790.484497
787,790.647766
2504,790.743164
650,790.868408
957,790.939697
2639,790.948547
879,791.009033
3192,791.644165
2574,791.852722
3422,791.898804
204,792.025818
2014,792.210205
2034,792.323486
1917,792.493286
150,792.515381
3500,792.634277
1940,792.717529
3680,792.893799
1823,793.119019
3257,793.127075
2878,793.146606
3052,793.17749
1634,793.17804
859,793.481995
3562,793.589478
102,793.592896
1713,793.637939
1861,793.661682
790,793.72406
2173,793.772705
3859,793.805054
2885,794.061646
3901,794.096924
2479,794.166199
3913,794.218994
1158,794.371704
3080,794.388977
1377,794.425293
2811,794.426941
1694,794.510315
1617,794.564819
2498,794.56897
1905,794.650879
